1769573781.910533 server started (50665): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1769573781.910548 on Linux 6.18.6-200.fc43.x86_64 #1 SMP PREEMPT_DYNAMIC Sun Jan 18 18:57:00 UTC 2026
1769573781.910558 using libevent 2.1.12-stable poll
1769573781.910563 using ncurses 6.5 20250614
1769573783.360897 cmdq_next <global>: empty
1769573783.360904 cmdq_next </dev/pts/0>: empty
1769573783.360912 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573783.360918 server_client_reset_state: cursor to 26,1
1769573783.360925 server_client_check_pane_buffer: pane %0 is on
1769573783.360929 @0 active pane not changed
1769573783.361092 %0 has 7 bytes
1769573783.361103 @0 alerts timer reset 0
1769573783.361110 screen_write_start_pane: size 147x36, pane %0 (at 0,0)
1769573783.361116 input_parse_buffer: %0 ground, 7 bytes: :\r\033[27C
1769573783.361123 screen_write_collect_end: 1 : (at 26,0)
1769573783.361128 utf8_from_data: (1 1 :) -> 4100003a
1769573783.361132 input_c0_dispatch: '\r'
1769573783.361139 input_csi_dispatch: 'C' "" "27"
1769573783.361143 parameter 0: number 27
1769573783.361152 /dev/pts/0: \033[38:2:205:214:244m
1769573783.361156 /dev/pts/0: :
1769573783.361160 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1769573783.361165 cmdq_next <global>: empty
1769573783.361169 cmdq_next </dev/pts/0>: empty
1769573783.361173 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573783.361177 server_client_reset_state: cursor to 27,1
1769573783.361181 /dev/pts/0: \033(B\033[m
1769573783.361185 server_client_check_pane_buffer: %0 has 7 minimum (of 7) bytes used
1769573783.361189 server_client_check_pane_buffer: pane %0 is on
1769573783.361193 @0 active pane changed
1769573783.361198 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1769573783.361203 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
1769573783.361209 format_replace: condition is: pane_in_mode
1769573783.361216 format_replace: condition 'pane_in_mode' found: 0
1769573783.361220 format_replace: condition 'pane_in_mode' is false
1769573783.361224 format_expand1: expanding format: #{pane_current_command}
1769573783.361227 format_expand1: found #{}: pane_current_command
1769573783.361251 format_replace: format 'pane_current_command' found: fish
1769573783.361255 format_replace: replaced 'pane_current_command' with 'fish'
1769573783.361259 format_expand1: result is: fish
1769573783.361263 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'fish'
1769573783.361267 format_expand1: found #{}: ?pane_dead,[dead],
1769573783.361271 format_replace: condition is: pane_dead
1769573783.361275 format_replace: condition 'pane_dead' found: 0
1769573783.361279 format_replace: condition 'pane_dead' is false
1769573783.361283 format_replace: replaced '?pane_dead,[dead],' with ''
1769573783.361286 format_expand1: result is: fish
1769573783.361290 @0 name not changed (still fish)
1769573783.361300 %0 has 46 bytes
1769573783.361303 @0 alerts timer reset 0
1769573783.361308 screen_write_start_pane: size 147x36, pane %0 (at 0,0)
1769573783.361312 input_parse_buffer: %0 ground, 46 bytes: \b\033[38;2;137;180;250m:\033[38;2;205;214;244m\r\033[27C
1769573783.361315 input_c0_dispatch: '\b'
1769573783.361320 input_csi_dispatch: 'm' "" "38;2;137;180;250"
1769573783.361324 parameter 0: number 38
1769573783.361327 parameter 1: number 2
1769573783.361330 parameter 2: number 137
1769573783.361333 parameter 3: number 180
1769573783.361337 parameter 4: number 250
1769573783.361341 screen_write_collect_end: 1 : (at 26,0)
1769573783.361345 utf8_to_data: 4100003a -> (1 1 :)
1769573783.361349 utf8_from_data: (1 1 :) -> 4100003a
1769573783.361353 input_csi_dispatch: 'm' "" "38;2;205;214;244"
1769573783.361356 parameter 0: number 38
1769573783.361360 parameter 1: number 2
1769573783.361368 parameter 2: number 205
1769573783.361375 parameter 3: number 214
1769573783.361379 parameter 4: number 244
1769573783.361382 input_c0_dispatch: '\r'
1769573783.361386 input_csi_dispatch: 'C' "" "27"
1769573783.361390 parameter 0: number 27
1769573783.361394 /dev/pts/0: \b
1769573783.361398 /dev/pts/0: \033[38:2:137:180:250m
1769573783.361402 /dev/pts/0: :
1769573783.361406 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1769573783.361413 /dev/pts/0: wrote 47 bytes (of 47)
1769573783.361417 cmdq_next <global>: empty
1769573783.361420 cmdq_next </dev/pts/0>: empty
1769573783.361425 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573783.361428 server_client_reset_state: cursor to 27,1
1769573783.361432 /dev/pts/0: \033(B\033[m
1769573783.361436 server_client_check_pane_buffer: %0 has 46 minimum (of 46) bytes used
1769573783.361440 server_client_check_pane_buffer: pane %0 is on
1769573783.361443 @0 active pane changed
1769573783.361447 @0 name timer queued (499750 left)
1769573783.361455 /dev/pts/0: wrote 6 bytes (of 6)
1769573783.361459 cmdq_next <global>: empty
1769573783.361462 cmdq_next </dev/pts/0>: empty
1769573783.361466 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573783.361470 server_client_reset_state: cursor to 27,1
1769573783.361474 server_client_check_pane_buffer: pane %0 is on
1769573783.361477 @0 active pane changed
1769573783.361481 @0 name timer already queued (499716 left)
1769573783.366464 %0 has 45 bytes
1769573783.366473 @0 alerts timer reset 0
1769573783.366479 screen_write_start_pane: size 147x36, pane %0 (at 0,0)
1769573783.366485 input_parse_buffer: %0 ground, 45 bytes: \033[38;2;108;112;134m \033[38;2;205;214;244m\r\033[27C
1769573783.366491 input_csi_dispatch: 'm' "" "38;2;108;112;134"
1769573783.366496 parameter 0: number 38
1769573783.366500 parameter 1: number 2
1769573783.366504 parameter 2: number 108
1769573783.366509 parameter 3: number 112
1769573783.366513 parameter 4: number 134
1769573783.366518 screen_write_collect_end: 1   (at 27,0)
1769573783.366524 utf8_from_data: (1 1  ) -> 41000020
1769573783.366529 input_csi_dispatch: 'm' "" "38;2;205;214;244"
1769573783.366533 parameter 0: number 38
1769573783.366538 parameter 1: number 2
1769573783.366542 parameter 2: number 205
1769573783.366546 parameter 3: number 214
1769573783.366550 parameter 4: number 244
1769573783.366554 input_c0_dispatch: '\r'
1769573783.366559 input_csi_dispatch: 'C' "" "27"
1769573783.366563 parameter 0: number 27
1769573783.366570 /dev/pts/0: \033[38:2:108:112:134m
1769573783.366574 /dev/pts/0:  
1769573783.366579 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1769573783.366584 cmdq_next <global>: empty
1769573783.366588 cmdq_next </dev/pts/0>: empty
1769573783.366594 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573783.366599 server_client_reset_state: cursor to 27,1
1769573783.366603 /dev/pts/0: \b
1769573783.366608 /dev/pts/0: \033(B\033[m
1769573783.366613 server_client_check_pane_buffer: %0 has 45 minimum (of 45) bytes used
1769573783.366618 server_client_check_pane_buffer: pane %0 is on
1769573783.366623 @0 active pane changed
1769573783.366627 @0 name timer already queued (494569 left)
1769573783.366639 /dev/pts/0: wrote 27 bytes (of 27)
1769573783.366646 cmdq_next <global>: empty
1769573783.366651 cmdq_next </dev/pts/0>: empty
1769573783.366656 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573783.366661 server_client_reset_state: cursor to 27,1
1769573783.366665 server_client_check_pane_buffer: pane %0 is on
1769573783.366670 @0 active pane changed
1769573783.366675 @0 name timer already queued (494522 left)
1769573783.371742 cmdq_next <global>: empty
1769573783.371751 cmdq_next </dev/pts/0>: empty
1769573783.371758 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573783.371763 server_client_reset_state: cursor to 27,1
1769573783.371774 server_client_check_pane_buffer: pane %0 is on
1769573783.371782 @0 active pane changed
1769573783.371787 @0 name timer already queued (489410 left)
1769573783.587296 /dev/pts/0: read 1 bytes (already 0)
1769573783.587313 /dev/pts/0: keys are 1 (q)
1769573783.587322 /dev/pts/0: next key is 1 (q) (expired=0)
1769573783.587327 /dev/pts/0: complete key q 0x71
1769573783.587337 cmdq_append </dev/pts/0>: [server_client_key_callback/0x564fc4292160]
1769573783.587343 cmdq_next <global>: empty
1769573783.587349 cmdq_next </dev/pts/0>: enter
1769573783.587355 cmdq_next </dev/pts/0>: [server_client_key_callback/0x564fc4292160] (1), flags 0
1769573783.587361 session $0 0 activity 1769573783.587359 (last 1769573783.360765)
1769573783.587367 cmd_find_from_client: s=$0 0
1769573783.587372 cmd_find_from_client: wl=1 1 w=@0 fish
1769573783.587377 cmd_find_from_client: wp=%0
1769573783.587381 cmd_find_from_client: idx=none
1769573783.587387 session 0 not pasting
1769573783.587393 key table root (pane %0)
1769573783.587399 key table root (pane %0)
1769573783.587404 not found in key table root
1769573783.587410 writing key 0x71 (q) to %0
1769573783.587415 input_key: q
1769573783.587424 unref client 0x564fc42b2c70 (2 references)
1769573783.587430 cmdq_next </dev/pts/0>: exit (empty)
1769573783.587435 cmdq_next <global>: empty
1769573783.587439 cmdq_next </dev/pts/0>: empty
1769573783.587446 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573783.587452 server_client_reset_state: cursor to 27,1
1769573783.587457 server_client_check_pane_buffer: pane %0 is on
1769573783.587463 @0 active pane changed
1769573783.587469 @0 name timer already queued (273729 left)
1769573783.587484 cmdq_next <global>: empty
1769573783.587489 cmdq_next </dev/pts/0>: empty
1769573783.587495 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573783.587500 server_client_reset_state: cursor to 27,1
1769573783.587505 server_client_check_pane_buffer: pane %0 is on
1769573783.587510 @0 active pane changed
1769573783.587515 @0 name timer already queued (273682 left)
1769573783.587644 %0 has 45 bytes
1769573783.587658 @0 alerts timer reset 0
1769573783.587667 screen_write_start_pane: size 147x36, pane %0 (at 0,0)
1769573783.587675 input_parse_buffer: %0 ground, 45 bytes: \033[38;2;137;180;250mq\033[38;2;205;214;244m\r\033[28C
1769573783.587685 input_csi_dispatch: 'm' "" "38;2;137;180;250"
1769573783.587693 parameter 0: number 38
1769573783.587698 parameter 1: number 2
1769573783.587703 parameter 2: number 137
1769573783.587707 parameter 3: number 180
1769573783.587712 parameter 4: number 250
1769573783.587719 screen_write_collect_end: 1 q (at 27,0)
1769573783.587724 utf8_to_data: 41000020 -> (1 1  )
1769573783.587730 utf8_from_data: (1 1 q) -> 41000071
1769573783.587736 input_csi_dispatch: 'm' "" "38;2;205;214;244"
1769573783.587741 parameter 0: number 38
1769573783.587746 parameter 1: number 2
1769573783.587750 parameter 2: number 205
1769573783.587755 parameter 3: number 214
1769573783.587759 parameter 4: number 244
1769573783.587764 input_c0_dispatch: '\r'
1769573783.587769 input_csi_dispatch: 'C' "" "28"
1769573783.587774 parameter 0: number 28
1769573783.587784 /dev/pts/0: \033[38:2:137:180:250m
1769573783.587789 /dev/pts/0: q
1769573783.587795 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1769573783.587800 cmdq_next <global>: empty
1769573783.587805 cmdq_next </dev/pts/0>: empty
1769573783.587812 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573783.587817 server_client_reset_state: cursor to 28,1
1769573783.587822 /dev/pts/0: \033(B\033[m
1769573783.587828 server_client_check_pane_buffer: %0 has 45 minimum (of 45) bytes used
1769573783.587833 server_client_check_pane_buffer: pane %0 is on
1769573783.587838 @0 active pane changed
1769573783.587843 @0 name timer already queued (273354 left)
1769573783.587855 %0 has 50 bytes
1769573783.587860 @0 alerts timer reset 0
1769573783.587866 screen_write_start_pane: size 147x36, pane %0 (at 0,0)
1769573783.587881 input_parse_buffer: %0 ground, 50 bytes: \033[2D\033[38;2;243;139;168m:q\033[38;2;205;214;244m\r\033[28C
1769573783.587894 input_csi_dispatch: 'D' "" "2"
1769573783.587899 parameter 0: number 2
1769573783.587906 input_csi_dispatch: 'm' "" "38;2;243;139;168"
1769573783.587911 parameter 0: number 38
1769573783.587916 parameter 1: number 2
1769573783.587920 parameter 2: number 243
1769573783.587925 parameter 3: number 139
1769573783.587929 parameter 4: number 168
1769573783.587935 screen_write_collect_end: 2 :q (at 26,0)
1769573783.587940 utf8_to_data: 4100003a -> (1 1 :)
1769573783.587945 utf8_from_data: (1 1 :) -> 4100003a
1769573783.587950 utf8_from_data: (1 1 :) -> 4100003a
1769573783.587964 input_csi_dispatch: 'm' "" "38;2;205;214;244"
1769573783.587970 parameter 0: number 38
1769573783.587974 parameter 1: number 2
1769573783.587979 parameter 2: number 205
1769573783.587983 parameter 3: number 214
1769573783.587988 parameter 4: number 244
1769573783.587993 input_c0_dispatch: '\r'
1769573783.587998 input_csi_dispatch: 'C' "" "28"
1769573783.588002 parameter 0: number 28
1769573783.588009 /dev/pts/0: \033[2;27H
1769573783.588015 /dev/pts/0: \033[38:2:243:139:168m
1769573783.588019 /dev/pts/0: :q
1769573783.588025 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1769573783.588034 /dev/pts/0: wrote 54 bytes (of 54)
1769573783.588039 cmdq_next <global>: empty
1769573783.588044 cmdq_next </dev/pts/0>: empty
1769573783.588049 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573783.588054 server_client_reset_state: cursor to 28,1
1769573783.588059 /dev/pts/0: \033(B\033[m
1769573783.588065 server_client_check_pane_buffer: %0 has 50 minimum (of 50) bytes used
1769573783.588070 server_client_check_pane_buffer: pane %0 is on
1769573783.588075 @0 active pane changed
1769573783.588082 @0 name timer already queued (273115 left)
1769573783.588098 /dev/pts/0: wrote 6 bytes (of 6)
1769573783.588105 cmdq_next <global>: empty
1769573783.588111 cmdq_next </dev/pts/0>: empty
1769573783.588119 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573783.588126 server_client_reset_state: cursor to 28,1
1769573783.588131 server_client_check_pane_buffer: pane %0 is on
1769573783.588136 @0 active pane changed
1769573783.588141 @0 name timer already queued (273056 left)
1769573783.597207 cmdq_next <global>: empty
1769573783.597215 cmdq_next </dev/pts/0>: empty
1769573783.597221 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573783.597225 server_client_reset_state: cursor to 28,1
1769573783.597231 server_client_check_pane_buffer: pane %0 is on
1769573783.597235 @0 active pane changed
1769573783.597240 @0 name timer already queued (263957 left)
1769573783.861531 @0 name timer expired
1769573783.861551 cmdq_next <global>: empty
1769573783.861557 cmdq_next </dev/pts/0>: empty
1769573783.861565 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573783.861570 server_client_reset_state: cursor to 28,1
1769573783.861576 server_client_check_pane_buffer: pane %0 is on
1769573783.861582 @0 active pane changed
1769573783.861588 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
